sample_id,smell,entity_type,repository,path,start_line,code_name,reviews,severity_mean,unanimous,fired_strategy,fired_with_size
5536525,blob,class,git@github.com:apache/samza.git,/samza-core/src/main/java/org/apache/samza/operators/impl/EndOfStreamStates.java,42,org.apache.samza.operators.impl.EndOfStreamStates.EndOfStreamState,2,none,1,0,0
5535647,feature envy,function,git@github.com:apache/samza.git,/samza-api/src/main/java/org/apache/samza/table/remote/TableReadFunction.java,56,org.apache.samza.table.remote.TableReadFunction#get K,2,none,1,0,0
5527964,data class,class,git@github.com:apache/santuario-java.git,/src/main/java/org/apache/xml/security/keys/content/RetrievalMethod.java,31,org.apache.xml.security.keys.content.RetrievalMethod,2,none,1,0,0
5529562,blob,class,git@github.com:apache/santuario-java.git,/src/main/java/org/apache/jcp/xml/dsig/internal/dom/DOMXPathFilter2Transform.java,58,org.apache.jcp.xml.dsig.internal.dom.DOMXPathFilter2Transform,8,none,0,0,0
5547100,blob,class,git@github.com:apache/sentry.git,/sentry-service/sentry-service-api/src/gen/thrift/gen-javabean/org/apache/sentry/api/service/thrift/TAlterSentryRoleDeleteUsersResponse.java,319,org.apache.sentry.api.service.thrift.TAlterSentryRoleDeleteUsersResponse.TAlterSentryRoleDeleteUsersResponseStandardSchemeFactory,2,none,1,0,0
5559770,long method,function,git@github.com:apache/sentry.git,/sentry-binding/sentry-binding-kafka/src/main/java/org/apache/sentry/kafka/binding/KafkaAuthBinding.java,419,org.apache.sentry.kafka.binding.KafkaAuthBinding#isPrivilegeForResource TSentryPrivilege|Resource,2,none,1,0,0
5542756,feature envy,function,git@github.com:apache/sentry.git,/sentry-service/sentry-service-api/src/gen/thrift/gen-javabean/org/apache/sentry/api/service/thrift/SentryPolicyService.java,20817,org.apache.sentry.api.service.thrift.SentryPolicyService.list_roles_privileges_result.list_roles_privileges_resultTupleScheme#write org.apache.thrift.protocol.TProtocol|list_roles_privileges_result,2,none,1,0,0
5563186,data class,class,git@github.com:apache/sentry.git,/sentry-service/sentry-service-api/src/gen/thrift/gen-javabean/org/apache/sentry/api/generic/thrift/SentryGenericPolicyService.java,982,org.apache.sentry.api.generic.thrift.SentryGenericPolicyService.Processor.list_sentry_privileges_for_provider,2,none,1,0,0
5548181,long method,function,git@github.com:apache/sentry.git,/sentry-service/sentry-service-server/src/main/java/org/apache/sentry/provider/db/service/persistent/SentryStore.java,3748,org.apache.sentry.provider.db.service.persistent.SentryStore#getMAuthzPaths long|String,2,none,1,0,0
5551982,long method,function,git@github.com:apache/sentry.git,/sentry-hdfs/sentry-hdfs-common/src/gen/thrift/gen-javabean/org/apache/sentry/hdfs/service/thrift/TPrivilegePrincipal.java,218,org.apache.sentry.hdfs.service.thrift.TPrivilegePrincipal#setFieldValue _Fields|Object,2,none,1,0,0
5545552,blob,class,git@github.com:apache/sentry.git,/sentry-hdfs/sentry-hdfs-common/src/gen/thrift/gen-javabean/org/apache/sentry/hdfs/service/thrift/SentryHDFSService.java,1675,org.apache.sentry.hdfs.service.thrift.SentryHDFSService.check_hms_seq_num_args.check_hms_seq_num_argsStandardScheme,2,none,1,0,0
5539522,data class,class,git@github.com:apache/sentry.git,/sentry-tests/sentry-tests-kafka/src/main/java/org/apache/sentry/tests/e2e/kafka/KafkaTestServer.java,35,org.apache.sentry.tests.e2e.kafka.KafkaTestServer,6,none,0,0,0
5555115,long method,function,git@github.com:apache/sentry.git,/sentry-service/sentry-service-api/src/gen/thrift/gen-javabean/org/apache/sentry/api/service/thrift/SentryPolicyService.java,12942,org.apache.sentry.api.service.thrift.SentryPolicyService.list_sentry_privileges_by_user_and_itsgroups_args.list_sentry_privileges_by_user_and_itsgroups_args TListSentryPrivilegesRequest,2,none,1,0,0
5565017,blob,class,git@github.com:apache/sentry.git,/sentry-binding/sentry-binding-hive/src/main/java/org/apache/sentry/binding/hive/authz/SentryConfigTool.java,597,org.apache.sentry.binding.hive.authz.SentryConfigTool.CommandImpl,2,none,1,0,0
5586619,long method,function,git@github.com:apache/servicecomb-java-chassis.git,/foundations/foundation-common/src/main/java/org/apache/servicecomb/foundation/common/part/FilePart.java,42,org.apache.servicecomb.foundation.common.part.FilePart#getInputStream,2,none,1,0,0
5581462,blob,class,git@github.com:apache/servicecomb-java-chassis.git,/integration-tests/it-common/src/main/java/org/apache/servicecomb/it/schema/User.java,23,org.apache.servicecomb.it.schema.User,4,minor,0,0,0
5580164,long method,function,git@github.com:apache/servicecomb-java-chassis.git,/integration-tests/it-producer/src/main/java/org/apache/servicecomb/it/schema/AnnotatedAttributeSpringmvcSchema.java,76,org.apache.servicecomb.it.schema.AnnotatedAttributeSpringmvcSchema#fromAttribute String|String|String,2,none,1,0,0
5576325,data class,class,git@github.com:apache/servicecomb-java-chassis.git,/swagger/swagger-generator/generator-core/src/main/java/org/apache/servicecomb/swagger/converter/model/ModelImplConverter.java,40,org.apache.servicecomb.swagger.converter.model.ModelImplConverter,2,none,1,0,0
5580203,feature envy,function,git@github.com:apache/servicecomb-java-chassis.git,/demo/demo-edge/edge-service/src/main/java/org/apache/servicecomb/demo/edge/service/encrypt/EncryptEdgeDispatcher.java,102,org.apache.servicecomb.demo.edge.service.encrypt.EncryptEdgeDispatcher#routeToBackend RoutingContext|Hcr|String,2,none,1,0,0
5575053,data class,class,git@github.com:apache/servicecomb-java-chassis.git,/demo/demo-schema/src/main/java/org/apache/servicecomb/demo/multiErrorCode/MultiResponse200.java,20,org.apache.servicecomb.demo.multiErrorCode.MultiResponse200,4,minor,0,1,1
5573352,blob,class,git@github.com:apache/servicecomb-java-chassis.git,/metrics/metrics-core/src/main/java/org/apache/servicecomb/metrics/core/meter/invocation/EdgeInvocationMeters.java,23,org.apache.servicecomb.metrics.core.meter.invocation.EdgeInvocationMeters,2,none,1,0,0
5575320,data class,class,git@github.com:apache/servicecomb-java-chassis.git,/foundations/foundation-protobuf/src/main/java/org/apache/servicecomb/foundation/protobuf/internal/schema/serializer/repeated/impl/doubles/DoubleNotPackedWriteSchemas.java,31,org.apache.servicecomb.foundation.protobuf.internal.schema.serializer.repeated.impl.doubles.DoubleNotPackedWriteSchemas.DoubleNotPackedWriters,2,none,1,0,0
5578507,feature envy,function,git@github.com:apache/servicecomb-java-chassis.git,/foundations/foundation-config/src/main/java/org/apache/servicecomb/config/ConfigUtil.java,105,org.apache.servicecomb.config.ConfigUtil.createLocalConfig,6,none,0,0,0
7916535,feature envy,function,git@github.com:apache/servicemix-bundles.git,/xalan-2.7.2/src/main/java/org/apache/xalan/xsltc/runtime/ObjectFactory.java,477,org.apache.xalan.xsltc.runtime.ObjectFactory.findProviderClass String|ClassLoader|boolean,8,minor,0,0,0
5615923,long method,function,git@github.com:apache/shindig.git,/java/common/src/main/java/org/apache/shindig/common/uri/Uri.java,205,org.apache.shindig.common.uri.Uri.normalizePath String,4,major,0,1,1
5616304,long method,function,git@github.com:apache/shiro.git,/support/ehcache/src/main/java/org/apache/shiro/cache/ehcache/EhCacheManager.java,234,org.apache.shiro.cache.ehcache.EhCacheManager#destroy,2,none,1,0,0
5618836,feature envy,function,git@github.com:apache/shiro.git,/core/src/main/java/org/apache/shiro/subject/SimplePrincipalCollection.java,191,org.apache.shiro.subject.SimplePrincipalCollection#fromRealm String,2,none,1,0,0
5654277,blob,class,git@github.com:apache/sis.git,/core/sis-utility/src/main/java/org/apache/sis/measure/Prefixes.java,37,org.apache.sis.measure.Prefixes,8,none,0,0,0
5660710,blob,class,git@github.com:apache/sis.git,/core/sis-referencing/src/main/java/org/apache/sis/internal/referencing/j2d/AffineMatrix.java,38,org.apache.sis.internal.referencing.j2d.AffineMatrix,6,none,0,0,0
5645958,blob,class,git@github.com:apache/sis.git,/core/sis-metadata/src/main/java/org/apache/sis/internal/jaxb/geometry/GM_Object.java,39,org.apache.sis.internal.jaxb.geometry.GM_Object,2,none,1,0,0
5665524,long method,function,git@github.com:apache/sis.git,/storage/sis-netcdf/src/main/java/org/apache/sis/internal/netcdf/ucar/GridWrapper.java,186,org.apache.sis.internal.netcdf.ucar.GridWrapper#containsAllNamedAxes String[],2,none,1,0,0
5659423,data class,class,git@github.com:apache/sis.git,/core/sis-metadata/src/main/java/org/apache/sis/internal/jaxb/gco/InternationalStringAdapter.java,82,org.apache.sis.internal.jaxb.gco.InternationalStringAdapter.Since2014,2,none,1,0,0
5657118,feature envy,function,git@github.com:apache/sis.git,/storage/sis-shapefile/src/main/java/org/apache/sis/internal/shapefile/jdbc/resultset/AbstractResultSet.java,236,org.apache.sis.internal.shapefile.jdbc.resultset.AbstractResultSet#getTimestamp int,2,none,1,0,0
5657210,data class,class,git@github.com:apache/sis.git,/core/sis-metadata/src/main/java/org/apache/sis/internal/jaxb/metadata/DQ_PositionalAccuracy.java,34,org.apache.sis.internal.jaxb.metadata.DQ_PositionalAccuracy,2,none,1,0,0
5655899,long method,function,git@github.com:apache/sis.git,/core/sis-utility/src/main/java/org/apache/sis/util/collection/WeakValueHashMap.java,146,org.apache.sis.util.collection.WeakValueHashMap.Entry#setValue V,2,none,1,0,0
5647618,long method,function,git@github.com:apache/sis.git,/storage/sis-sqlstore/src/main/java/org/apache/sis/internal/sql/feature/Relation.java,373,org.apache.sis.internal.sql.feature.Relation#startFollowing List<Relation>,2,none,1,0,0
5663777,data class,class,git@github.com:apache/sis.git,/core/sis-referencing/src/main/java/org/apache/sis/internal/jaxb/referencing/CS_RangeMeaning.java,33,org.apache.sis.internal.jaxb.referencing.CS_RangeMeaning,2,none,1,0,0
5661062,long method,function,git@github.com:apache/sis.git,/core/sis-metadata/src/main/java/org/apache/sis/metadata/TreeNodeChildren.java,137,org.apache.sis.metadata.TreeNodeChildren.TreeNodeChildren TreeNode|Object|PropertyAccessor,4,minor,0,0,0
5657934,blob,class,git@github.com:apache/sis.git,/core/sis-metadata/src/main/java/org/apache/sis/internal/jaxb/code/DQ_EvaluationMethodTypeCode.java,36,org.apache.sis.internal.jaxb.code.DQ_EvaluationMethodTypeCode,8,none,0,0,0
5658486,long method,function,git@github.com:apache/sis.git,/core/sis-referencing/src/main/java/org/apache/sis/referencing/operation/transform/AbstractLinearTransform.java,84,org.apache.sis.referencing.operation.transform.AbstractLinearTransform#clone,2,none,1,0,0
5660411,long method,function,git@github.com:apache/sis.git,/core/sis-referencing/src/main/java/org/apache/sis/referencing/factory/GeodeticObjectFactory.java,394,"org.apache.sis.referencing.factory.GeodeticObjectFactory#createCartesianCS Map<String, ?>|CoordinateSystemAxis|CoordinateSystemAxis|CoordinateSystemAxis",2,none,1,0,0
5654509,feature envy,function,git@github.com:apache/sis.git,/core/sis-feature/src/main/java/org/apache/sis/feature/FeatureFormat.java,197,org.apache.sis.feature.FeatureFormat#setAllowedColumns Set<Column>,2,none,1,0,0
5655437,blob,class,git@github.com:apache/sis.git,/core/sis-utility/src/main/java/org/apache/sis/internal/converter/CollectionConverter.java,40,org.apache.sis.internal.converter.CollectionConverter,2,none,1,0,0
5657989,long method,function,git@github.com:apache/sis.git,/storage/sis-shapefile/src/main/java/org/apache/sis/internal/shapefile/jdbc/resultset/DBFResultSet.java,75,org.apache.sis.internal.shapefile.jdbc.resultset.DBFResultSet#assertNotClosed,2,none,1,0,0
5657457,long method,function,git@github.com:apache/sis.git,/core/sis-referencing/src/main/java/org/apache/sis/internal/referencing/provider/Affine.java,198,org.apache.sis.internal.referencing.provider.Affine#createMathTransform MathTransformFactory|ParameterValueGroup,2,none,1,0,0
5642265,long method,function,git@github.com:apache/sling-org-apache-sling-testing-clients.git,/src/main/java/org/apache/sling/testing/clients/interceptors/StickyCookieSpec.java,31,org.apache.sling.testing.clients.interceptors.StickyCookieSpec#parse Header|CookieOrigin,2,none,1,0,0
5651881,long method,function,git@github.com:apache/sqoop.git,/src/java/org/apache/sqoop/manager/SqlManager.java,277,org.apache.sqoop.manager.SqlManager#getColumnInfoForQuery String,2,none,1,0,0
5685504,blob,class,git@github.com:apache/stanbol.git,/entityhub/jersey/src/main/java/org/apache/stanbol/entityhub/jersey/grefine/ReconcileQuery.java,51,org.apache.stanbol.entityhub.jersey.grefine.ReconcileQuery,2,none,1,0,0
5678475,long method,function,git@github.com:apache/stanbol.git,/commons/jobs/api/src/main/java/org/apache/stanbol/commons/jobs/impl/JobManagerImpl.java,53,org.apache.stanbol.commons.jobs.impl.JobManagerImpl#execute Job,2,none,1,0,0
5684516,long method,function,git@github.com:apache/stanbol.git,/enhancement-engines/disambiguation-mlt/src/main/java/org/apache/stanbol/enhancer/engine/disambiguation/mlt/DisambiguatorEngine.java,543,org.apache.stanbol.enhancer.engine.disambiguation.mlt.DisambiguatorEngine#getSelectionsInContext String|Collection<String>|String,2,none,1,0,0
5670638,data class,class,git@github.com:apache/stanbol.git,/ontologymanager/web/src/main/java/org/apache/stanbol/ontologymanager/web/resources/ScopeManagerResource.java,76,org.apache.stanbol.ontologymanager.web.resources.ScopeManagerResource,2,none,1,0,0
5671828,long method,function,git@github.com:apache/stanbol.git,/rules/manager/src/main/java/org/apache/stanbol/rules/manager/parse/RuleParserImpl.java,986,org.apache.stanbol.rules.manager.parse.RuleParserImpl#variable,2,none,1,1,1
5682673,blob,class,git@github.com:apache/stanbol.git,/enhancement-engines/metaxa/src/main/java/org/apache/stanbol/enhancer/engines/metaxa/core/mp3/MP3FileExtractor.java,49,org.apache.stanbol.enhancer.engines.metaxa.core.mp3.MP3FileExtractor,2,none,1,0,0
5670492,blob,class,git@github.com:apache/stanbol.git,/commons/web/home/src/main/java/org/apache/stanbol/commons/web/home/resource/StanbolRootResource.java,37,org.apache.stanbol.commons.web.home.resource.StanbolRootResource,2,none,1,0,0
5676371,data class,class,git@github.com:apache/stanbol.git,/entityhub/query/sparql/src/main/java/org/apache/stanbol/entityhub/query/sparql/SparqlFieldQueryFactory.java,24,org.apache.stanbol.entityhub.query.sparql.SparqlFieldQueryFactory,2,none,1,0,0
5710974,data class,class,git@github.com:apache/storm.git,/storm-client/src/jvm/org/apache/storm/generated/SpoutStats.java,762,org.apache.storm.generated.SpoutStats.SpoutStatsTupleScheme,2,none,1,0,0
5747163,long method,function,git@github.com:apache/storm.git,/storm-client/src/jvm/org/apache/storm/generated/PrivateWorkerKey.java,59,org.apache.storm.generated.PrivateWorkerKey.findByThriftId int,2,none,1,0,0
5702079,blob,class,git@github.com:apache/storm.git,/storm-client/src/jvm/org/apache/storm/generated/Nimbus.java,26965,org.apache.storm.generated.Nimbus.beginBlobDownload_args,8,minor,0,0,1
5740146,blob,class,git@github.com:apache/storm.git,/storm-client/src/jvm/org/apache/storm/generated/Assignment.java,26,org.apache.storm.generated.Assignment,7,minor,0,0,1
5739211,blob,class,git@github.com:apache/storm.git,/storm-client/src/jvm/org/apache/storm/messaging/netty/IServer.java,17,org.apache.storm.messaging.netty.IServer,2,none,1,0,0
5737990,data class,class,git@github.com:apache/storm.git,/storm-client/src/jvm/org/apache/storm/stats/BoltExecutorStats.java,24,org.apache.storm.stats.BoltExecutorStats,8,minor,0,0,0
5705708,long method,function,git@github.com:apache/storm.git,/storm-server/src/main/java/org/apache/storm/logging/ThriftAccessLogger.java,37,org.apache.storm.logging.ThriftAccessLogger.logAccess Integer|InetAddress|Principal|String|String|String,2,none,1,0,0
5712776,long method,function,git@github.com:apache/storm.git,/storm-client/src/jvm/org/apache/storm/generated/SupervisorInfo.java,969,org.apache.storm.generated.SupervisorInfo#toString,7,minor,0,1,1
5752718,data class,class,git@github.com:apache/storm.git,/storm-client/src/jvm/org/apache/storm/streams/WindowedProcessorBolt.java,37,org.apache.storm.streams.WindowedProcessorBolt,2,none,1,0,0
5704168,blob,class,git@github.com:apache/storm.git,/examples/storm-starter/src/jvm/org/apache/storm/starter/ResourceAwareExampleTopology.java,104,org.apache.storm.starter.ResourceAwareExampleTopology.ExclamationBolt,2,none,1,0,0
5723559,feature envy,function,git@github.com:apache/storm.git,/external/storm-blobstore-migration/src/main/java/org/apache/storm/blobstore/MigrateBlobs.java,49,org.apache.storm.blobstore.MigrateBlobs.copyBlobStoreKeys BlobStore|Subject|BlobStore|Subject,2,none,1,0,0
5737047,long method,function,git@github.com:apache/storm.git,/external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/format/SimpleFileNameFormat.java,85,org.apache.storm.hdfs.bolt.format.SimpleFileNameFormat#withTimeFormat String,2,none,1,0,0
5738914,long method,function,git@github.com:apache/storm.git,/storm-client/src/jvm/org/apache/storm/messaging/netty/KerberosSaslClientHandler.java,95,org.apache.storm.messaging.netty.KerberosSaslClientHandler#handleControlMessage ChannelHandlerContext|ControlMessage,2,none,1,0,0
5738634,data class,class,git@github.com:apache/storm.git,/storm-client/src/jvm/org/apache/storm/generated/Nimbus.java,6217,org.apache.storm.generated.Nimbus.AsyncProcessor.setBlobMeta,10,minor,0,0,0
5712111,blob,class,git@github.com:apache/storm.git,/storm-client/src/jvm/org/apache/storm/utils/SimpleVersion.java,21,org.apache.storm.utils.SimpleVersion,2,none,1,0,0
5715127,blob,class,git@github.com:apache/storm.git,/storm-client/src/jvm/org/apache/storm/executor/ExecutorTransfer.java,30,org.apache.storm.executor.ExecutorTransfer,4,minor,0,0,0
5722403,blob,class,git@github.com:apache/storm.git,/external/storm-hdfs/src/main/java/org/apache/storm/hdfs/spout/SequenceFileReader.java,28,org.apache.storm.hdfs.spout.SequenceFileReader,6,none,0,0,0
5728323,blob,class,git@github.com:apache/storm.git,/examples/storm-starter/src/jvm/org/apache/storm/starter/bolt/AbstractRankerBolt.java,35,org.apache.storm.starter.bolt.AbstractRankerBolt,2,none,1,0,0
5752094,blob,class,git@github.com:apache/storm.git,/storm-webapp/src/main/java/org/apache/storm/daemon/ui/InvalidRequestException.java,21,org.apache.storm.daemon.ui.InvalidRequestException,2,none,1,0,0
5702663,long method,function,git@github.com:apache/storm.git,/storm-client/src/jvm/org/apache/storm/topology/StatefulWindowedBoltExecutor.java,60,"org.apache.storm.topology.StatefulWindowedBoltExecutor#prepare Map<String, Object>|TopologyContext|OutputCollector|KeyValueState<TaskStream, WindowState>",2,none,1,0,0
5702958,blob,class,git@github.com:apache/storm.git,/storm-client/src/jvm/org/apache/storm/trident/state/ReadOnlyState.java,15,org.apache.storm.trident.state.ReadOnlyState,2,none,1,0,0
5668344,data class,class,git@github.com:apache/streams.git,/streams-contrib/streams-provider-facebook/src/main/java/org/apache/streams/facebook/provider/pagefeed/FacebookPageFeedDataCollector.java,42,org.apache.streams.facebook.provider.pagefeed.FacebookPageFeedDataCollector,4,minor,0,0,0
5668440,blob,class,git@github.com:apache/streams.git,/streams-cli/src/main/java/org/apache/streams/cli/RdfFreemarkerCli.java,54,org.apache.streams.cli.RdfFreemarkerCli,2,none,1,0,0
5667095,blob,class,git@github.com:apache/streams.git,/streams-pojo/src/main/java/org/apache/streams/data/util/RFC3339Utils.java,35,org.apache.streams.data.util.RFC3339Utils,2,none,1,0,0
5670026,blob,class,git@github.com:apache/streams.git,/streams-core/src/main/java/org/apache/streams/core/StreamsDatum.java,30,org.apache.streams.core.StreamsDatum,8,major,0,0,0
5666367,blob,class,git@github.com:apache/struts-examples.git,/annotations/src/main/java/example/actions/RegisterAction.java,15,example.actions.RegisterAction,2,none,1,0,0
5690831,blob,class,git@github.com:apache/struts.git,/core/src/main/java/com/opensymphony/xwork2/util/OgnlTextParser.java,26,com.opensymphony.xwork2.util.OgnlTextParser,2,none,1,0,0
5693176,long method,function,git@github.com:apache/struts.git,/plugins/sitemesh/src/main/java/org/apache/struts2/sitemesh/NoneDecoratorMapper.java,32,org.apache.struts2.sitemesh.NoneDecoratorMapper#getDecorator HttpServletRequest|Page,2,none,1,0,0
5700044,long method,function,git@github.com:apache/struts.git,/plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/compiler/SmapUtil.java,664,org.apache.struts2.jasper.compiler.SmapUtil.SmapGenVisitor#doSmapText Node,4,minor,0,0,0
5693079,long method,function,git@github.com:apache/struts.git,/plugins/embeddedjsp/src/main/java/org/apache/struts2/el/parser/AstFunction.java,49,org.apache.struts2.el.parser.AstFunction#getOutputName,2,none,1,0,0
5698693,long method,function,git@github.com:apache/struts.git,/apps/showcase/src/main/java/org/apache/struts2/showcase/hangman/PropertiesVocabSource.java,36,org.apache.struts2.showcase.hangman.PropertiesVocabSource.PropertiesVocabSource Properties,2,none,1,0,0
5689800,data class,class,git@github.com:apache/struts.git,/core/src/main/java/org/apache/struts2/factory/StrutsActionProxy.java,28,org.apache.struts2.factory.StrutsActionProxy,2,none,1,0,0
5690795,feature envy,function,git@github.com:apache/struts.git,/apps/showcase/src/main/java/org/apache/struts2/showcase/application/MemoryStorage.java,126,org.apache.struts2.showcase.application.MemoryStorage#delete IdEntity,2,none,1,0,0
5688699,blob,class,git@github.com:apache/struts.git,/core/src/main/java/com/opensymphony/xwork2/config/entities/ResultTypeConfig.java,112,com.opensymphony.xwork2.config.entities.ResultTypeConfig.Builder,2,none,1,0,0
5690366,feature envy,function,git@github.com:apache/struts.git,/plugins/osgi/src/main/java/org/apache/struts2/osgi/BundlePackageLoader.java,70,org.apache.struts2.osgi.BundlePackageLoader.BundleConfigurationProvider.BundleConfigurationProvider String|Bundle|BundleContext,2,none,1,0,0
5687952,blob,class,git@github.com:apache/struts.git,/plugins/config-browser/src/main/java/org/apache/struts2/config_browser/ActionNamesAction.java,33,org.apache.struts2.config_browser.ActionNamesAction,6,minor,0,0,0
5699641,data class,class,git@github.com:apache/struts.git,/plugins/embeddedjsp/src/main/java/org/apache/struts2/jasper/compiler/PageDataImpl.java,235,org.apache.struts2.jasper.compiler.PageDataImpl.SecondPassVisitor,2,none,1,0,0
5692616,data class,class,git@github.com:apache/struts.git,/core/src/main/java/org/apache/struts2/views/velocity/components/RadioDirective.java,32,org.apache.struts2.views.velocity.components.RadioDirective,2,none,1,0,0
5698044,feature envy,function,git@github.com:apache/struts.git,/core/src/main/java/com/opensymphony/xwork2/ognl/accessor/XWorkMapPropertyAccessor.java,133,com.opensymphony.xwork2.ognl.accessor.XWorkMapPropertyAccessor#getValue Map|Object,2,none,1,0,0
5681626,blob,class,git@github.com:apache/struts1.git,/faces/src/main/java/org/apache/struts/faces/component/MessageComponent.java,35,org.apache.struts.faces.component.MessageComponent,6,minor,0,0,0
5771277,feature envy,function,git@github.com:apache/syncope.git,/client/idrepo/ui/src/main/java/org/apache/syncope/client/ui/commons/ConnIdSpecialName.java,35,org.apache.syncope.client.ui.commons.ConnIdSpecialName.ConnIdSpecialName,2,none,1,0,0
5768412,blob,class,git@github.com:apache/syncope.git,/core/provisioning-api/src/main/java/org/apache/syncope/core/provisioning/api/utils/policy/PasswordPolicyException.java,21,org.apache.syncope.core.provisioning.api.utils.policy.PasswordPolicyException,2,none,1,0,0
5764315,blob,class,git@github.com:apache/syncope.git,/core/persistence-api/src/main/java/org/apache/syncope/core/persistence/api/entity/anyobject/ARelationship.java,23,org.apache.syncope.core.persistence.api.entity.anyobject.ARelationship,2,none,1,0,0
5767556,blob,class,git@github.com:apache/syncope.git,/core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/JPADynRealmMembership.java,30,org.apache.syncope.core.persistence.jpa.entity.JPADynRealmMembership,10,minor,0,0,0
5768802,long method,function,git@github.com:apache/syncope.git,/core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAReportExecDAO.java,168,org.apache.syncope.core.persistence.jpa.dao.JPAReportExecDAO#delete String,2,none,1,0,0
5768014,long method,function,git@github.com:apache/syncope.git,/ext/saml2sp/client-console/src/main/java/org/apache/syncope/client/console/panels/SAML2IdPsDirectoryPanel.java,325,org.apache.syncope.client.console.panels.SAML2IdPsDirectoryPanel.SAML2IdPsProvider#iterator long|long,2,none,1,0,0
5775855,feature envy,function,git@github.com:apache/syncope.git,/core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/dao/JPAPlainSchemaDAO.java,80,org.apache.syncope.core.persistence.jpa.dao.JPAPlainSchemaDAO#findByKeyword String,2,none,1,0,0
5774985,long method,function,git@github.com:apache/syncope.git,/client/idrepo/console/src/main/java/org/apache/syncope/client/console/rest/ReportRestClient.java,118,org.apache.syncope.client.console.rest.ReportRestClient#countExecutions String,2,none,1,0,0
5762348,long method,function,git@github.com:apache/syncope.git,/core/idrepo/logic/src/main/java/org/apache/syncope/core/logic/ReportTemplateLogic.java,145,org.apache.syncope.core.logic.ReportTemplateLogic#delete String,2,none,1,0,0
5769222,blob,class,git@github.com:apache/syncope.git,/common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/RealmTO.java,36,org.apache.syncope.common.lib.to.RealmTO,4,major,0,0,0
5763217,long method,function,git@github.com:apache/syncope.git,/client/idm/console/src/main/java/org/apache/syncope/client/console/topology/TopologyWebSocketBehavior.java,321,org.apache.syncope.client.console.topology.TopologyWebSocketBehavior.ResourceChecker#call,1,none,1,0,0
5767507,long method,function,git@github.com:apache/syncope.git,/core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/data/ApplicationDataBinderImpl.java,98,org.apache.syncope.core.provisioning.java.data.ApplicationDataBinderImpl#getPrivilegeTO Privilege,2,none,1,0,0
5769657,long method,function,git@github.com:apache/syncope.git,/core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/MappingManagerImpl.java,831,org.apache.syncope.core.provisioning.java.MappingManagerImpl#setIntValues Item|Attribute|RealmTO,2,none,1,0,0
5766093,data class,class,git@github.com:apache/syncope.git,/core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/user/JPAURelationship.java,35,org.apache.syncope.core.persistence.jpa.entity.user.JPAURelationship,2,none,1,0,0
5773565,blob,class,git@github.com:apache/syncope.git,/client/idrepo/ui/src/main/java/org/apache/syncope/client/ui/commons/wizards/AjaxWizard.java,344,org.apache.syncope.client.ui.commons.wizards.AjaxWizard.NewItemFinishEvent,6,none,0,0,0
5775703,blob,class,git@github.com:apache/syncope.git,/common/idrepo/lib/src/main/java/org/apache/syncope/common/lib/to/PagedResult.java,35,org.apache.syncope.common.lib.to.PagedResult,6,minor,0,0,0
5761917,feature envy,function,git@github.com:apache/systemml.git,/src/main/java/org/apache/sysml/runtime/compress/cocode/PlanningCoCodingGroup.java,116,org.apache.sysml.runtime.compress.cocode.PlanningCoCodingGroup#equals Object,6,none,0,0,0
5735198,blob,class,git@github.com:apache/systemml.git,/src/main/java/org/apache/sysml/runtime/matrix/mapred/MRBaseForCommonInstructions.java,58,org.apache.sysml.runtime.matrix.mapred.MRBaseForCommonInstructions,6,minor,0,0,0
5718244,blob,class,git@github.com:apache/systemml.git,/src/main/java/org/apache/sysml/runtime/instructions/spark/utils/RDDSortUtils.java,431,org.apache.sysml.runtime.instructions.spark.utils.RDDSortUtils.ConvertToBinaryBlockFunction,6,none,0,0,0
5717998,long method,function,git@github.com:apache/systemml.git,/src/main/java/org/apache/sysml/utils/Explain.java,1103,org.apache.sysml.utils.Explain.countCompiledInstructions ProgramBlock|ExplainCounts|boolean|boolean|boolean,6,minor,0,0,0
5718043,long method,function,git@github.com:apache/systemml.git,/src/main/java/org/apache/sysml/runtime/instructions/spark/utils/RDDSortUtils.java,332,"org.apache.sysml.runtime.instructions.spark.utils.RDDSortUtils.ExtractDoubleValuesWithIndexFunction#call Tuple2<MatrixIndexes, MatrixBlock>",2,none,1,0,0
5735246,blob,class,git@github.com:apache/systemml.git,/src/main/java/org/apache/sysml/runtime/instructions/cp/MMTSJCPInstruction.java,29,org.apache.sysml.runtime.instructions.cp.MMTSJCPInstruction,2,none,1,0,0
5750397,blob,class,git@github.com:apache/tajo.git,/tajo-storage/tajo-storage-hdfs/src/main/java/org/apache/tajo/storage/thirdparty/orc/WriterImpl.java,1041,org.apache.tajo.storage.thirdparty.orc.WriterImpl.DoubleTreeWriter,6,none,0,0,0
