sample_id,smell,variant,fired_pmd,fired_ours,actual
7812575,data class,strategy,0,0,1
7803956,long method,strategy,0,0,0
7864012,long method,strategy,0,0,0
7798138,data class,strategy,0,0,1
7798188,data class,strategy,0,0,1
7824232,long method,strategy,0,0,0
4585448,data class,strategy,0,0,0
4594162,blob,strategy,0,0,0
4594162,blob,with_size,0,0,0
4594104,long method,strategy,0,0,0
4594723,blob,strategy,0,0,0
4594723,blob,with_size,0,0,0
4601555,blob,strategy,0,0,0
4601555,blob,with_size,0,0,0
4600851,long method,strategy,0,0,0
4602475,feature envy,law_of_demeter,0,,0
4602827,long method,strategy,0,0,1
4595799,long method,strategy,0,0,0
4602360,long method,strategy,0,0,0
4600418,data class,strategy,0,0,0
4599156,blob,strategy,0,0,0
4599156,blob,with_size,0,0,0
4591956,long method,strategy,0,0,0
4593407,blob,strategy,0,0,0
4593407,blob,with_size,0,0,0
4593309,feature envy,law_of_demeter,0,,0
4648063,blob,strategy,0,0,0
4648063,blob,with_size,0,0,0
4661344,long method,strategy,0,0,0
4617521,long method,strategy,0,0,0
4618565,feature envy,law_of_demeter,0,,0
4625303,feature envy,law_of_demeter,0,,0
4652198,blob,strategy,0,0,0
4652198,blob,with_size,0,0,0
4608696,data class,strategy,0,0,0
4634991,feature envy,law_of_demeter,1,,0
4620157,blob,strategy,1,0,1
4620157,blob,with_size,1,1,1
4662037,blob,strategy,0,0,0
4662037,blob,with_size,0,0,0
4628752,data class,strategy,0,0,1
4651047,feature envy,law_of_demeter,0,,1
4613952,feature envy,law_of_demeter,0,,0
8737414,feature envy,law_of_demeter,0,,0
8754569,data class,strategy,0,0,0
8756041,feature envy,law_of_demeter,0,,0
8760562,data class,strategy,0,0,1
8760558,data class,strategy,0,0,0
8776987,blob,strategy,0,0,0
8776987,blob,with_size,0,0,0
8749806,blob,strategy,0,0,1
8749806,blob,with_size,0,0,1
8748649,long method,strategy,0,0,0
8736644,blob,strategy,0,0,1
8736644,blob,with_size,0,1,1
8765693,long method,strategy,0,0,0
8751166,blob,strategy,0,0,0
8751166,blob,with_size,0,0,0
8768107,blob,strategy,0,0,1
8768107,blob,with_size,0,1,1
8783754,feature envy,law_of_demeter,0,,0
8784533,data class,strategy,0,0,0
8783458,data class,strategy,0,0,0
8766133,feature envy,law_of_demeter,0,,0
8777301,feature envy,law_of_demeter,0,,0
8746908,blob,strategy,0,0,0
8746908,blob,with_size,0,0,0
8761840,data class,strategy,0,0,0
8780201,blob,strategy,0,0,0
8780201,blob,with_size,0,0,0
8779111,data class,strategy,0,0,1
8763437,long method,strategy,0,0,0
8785814,long method,strategy,0,0,0
8779700,long method,strategy,0,0,0
8754073,feature envy,law_of_demeter,0,,0
8741587,data class,strategy,0,0,0
8736543,blob,strategy,0,0,1
8736543,blob,with_size,0,0,1
8733390,blob,strategy,0,0,0
8733390,blob,with_size,0,0,0
8747487,long method,strategy,0,0,0
8778291,feature envy,law_of_demeter,0,,0
8739715,long method,strategy,0,0,0
8775243,long method,strategy,0,0,0
8785914,long method,strategy,0,0,0
4627580,data class,strategy,0,0,0
4634262,long method,strategy,0,0,0
4628823,data class,strategy,0,0,1
4634029,long method,strategy,0,0,0
4627996,long method,strategy,0,0,0
4640509,blob,strategy,0,0,1
4640509,blob,with_size,0,1,1
4671256,blob,strategy,0,0,0
4671256,blob,with_size,0,0,0
4686917,blob,strategy,0,0,0
4686917,blob,with_size,0,0,0
4687004,long method,strategy,0,0,0
4679336,feature envy,law_of_demeter,0,,1
4686609,blob,strategy,0,0,0
4686609,blob,with_size,0,0,0
4671511,data class,strategy,0,0,0
4672583,feature envy,law_of_demeter,0,,0
4690918,blob,strategy,0,0,1
4690918,blob,with_size,0,1,1
4688226,long method,strategy,0,0,0
4691632,blob,strategy,0,0,0
4691632,blob,with_size,0,0,0
4689128,feature envy,law_of_demeter,1,,0
4687786,blob,strategy,0,0,1
4687786,blob,with_size,0,0,1
4690765,blob,strategy,0,0,1
4690765,blob,with_size,0,0,1
4691358,feature envy,law_of_demeter,0,,0
8564277,blob,strategy,0,0,0
8564277,blob,with_size,0,0,0
8564291,blob,strategy,0,0,1
8564291,blob,with_size,0,1,1
8574368,blob,strategy,0,0,0
8574368,blob,with_size,0,0,0
8574983,long method,strategy,0,0,0
8574365,long method,strategy,0,0,0
8575719,long method,strategy,0,0,0
8574748,long method,strategy,0,0,0
8576209,long method,strategy,0,0,0
8574527,long method,strategy,0,0,0
8581347,data class,strategy,0,0,0
8579440,long method,strategy,0,0,0
8579381,feature envy,law_of_demeter,0,,0
8584799,data class,strategy,0,0,1
8602083,data class,strategy,0,0,0
8602161,long method,strategy,0,0,0
8601987,blob,strategy,0,0,0
8601987,blob,with_size,0,0,0
8601907,long method,strategy,0,0,0
8592348,long method,strategy,0,0,0
8571818,feature envy,law_of_demeter,0,,0
8570234,blob,strategy,0,0,0
8570234,blob,with_size,0,0,0
8593029,feature envy,law_of_demeter,0,,0
8601288,feature envy,law_of_demeter,0,,0
8560556,feature envy,law_of_demeter,0,,1
8588757,data class,strategy,0,0,0
8566692,long method,strategy,0,0,0
8601637,data class,strategy,0,0,1
8560901,data class,strategy,0,0,0
8567234,feature envy,law_of_demeter,0,,0
8599703,long method,strategy,0,0,0
8598065,blob,strategy,0,0,0
8598065,blob,with_size,0,0,0
8601732,blob,strategy,0,0,0
8601732,blob,with_size,0,0,0
8561476,blob,strategy,0,0,0
8561476,blob,with_size,0,0,0
8574638,long method,strategy,0,0,0
8580507,feature envy,law_of_demeter,0,,0
8573637,long method,strategy,0,0,0
8579511,feature envy,law_of_demeter,0,,0
8566813,long method,strategy,0,0,0
8600681,blob,strategy,0,0,1
8600681,blob,with_size,0,0,1
8575939,data class,strategy,0,0,1
8595846,long method,strategy,0,0,0
8564748,blob,strategy,0,0,0
8564748,blob,with_size,0,0,0
8572333,long method,strategy,0,0,0
8568928,data class,strategy,0,0,0
8575709,blob,strategy,0,0,0
8575709,blob,with_size,0,0,0
8559249,long method,strategy,0,0,0
8602498,long method,strategy,0,0,0
8582752,blob,strategy,0,0,0
8582752,blob,with_size,0,0,0
8585684,data class,strategy,0,0,0
8565824,feature envy,law_of_demeter,0,,0
4694033,blob,strategy,0,0,0
4694033,blob,with_size,0,0,0
4693914,long method,strategy,0,0,0
4697495,blob,strategy,0,0,0
4697495,blob,with_size,0,0,0
4694769,feature envy,law_of_demeter,0,,0
8863381,data class,strategy,0,0,0
8876926,blob,strategy,0,0,0
8876926,blob,with_size,0,0,0
8894917,feature envy,law_of_demeter,0,,0
8894479,feature envy,law_of_demeter,0,,0
8894429,long method,strategy,0,0,0
8894493,long method,strategy,0,0,0
8903115,long method,strategy,0,0,0
8902996,long method,strategy,0,0,0
8903716,long method,strategy,0,0,0
8904378,long method,strategy,0,0,0
8904609,long method,strategy,0,0,0
8904560,long method,strategy,0,0,0
8904487,feature envy,law_of_demeter,0,,0
8904717,long method,strategy,0,0,0
8904678,long method,strategy,0,0,0
8905843,long method,strategy,0,0,0
8907524,long method,strategy,0,0,0
8912937,blob,strategy,0,0,0
8912937,blob,with_size,0,0,0
8917316,blob,strategy,0,0,0
8917316,blob,with_size,0,0,0
8917167,feature envy,law_of_demeter,0,,0
8923216,blob,strategy,0,0,0
8923216,blob,with_size,0,0,0
8922371,long method,strategy,0,1,1
8937461,blob,strategy,0,0,1
8937461,blob,with_size,0,0,1
8937384,long method,strategy,0,0,0
8952196,blob,strategy,0,0,0
8952196,blob,with_size,0,0,0
8962839,blob,strategy,0,0,0
8962839,blob,with_size,0,0,0
8962694,long method,strategy,0,0,0
8963199,feature envy,law_of_demeter,0,,0
8966683,data class,strategy,0,0,0
8869079,blob,strategy,0,0,0
8869079,blob,with_size,0,0,0
8965373,data class,strategy,0,0,0
8956366,long method,strategy,0,0,0
8911786,blob,strategy,0,0,1
8911786,blob,with_size,0,0,1
8956394,data class,strategy,0,0,0
8919646,data class,strategy,0,0,0
8935070,long method,strategy,0,0,0
8904606,blob,strategy,0,0,0
8904606,blob,with_size,0,0,0
8890241,feature envy,law_of_demeter,0,,0
8917471,blob,strategy,0,0,0
8917471,blob,with_size,0,0,0
8963823,long method,strategy,0,0,0
8932995,feature envy,law_of_demeter,1,,1
8910909,blob,strategy,0,0,1
8910909,blob,with_size,0,0,1
8914575,feature envy,law_of_demeter,0,,0
8866735,feature envy,law_of_demeter,0,,0
8963673,blob,strategy,0,0,0
8963673,blob,with_size,0,0,0
8934300,feature envy,law_of_demeter,0,,1
8945301,blob,strategy,0,0,0
8945301,blob,with_size,0,0,0
8948928,feature envy,law_of_demeter,0,,0
8958780,blob,strategy,0,0,0
8958780,blob,with_size,0,0,0
8953503,long method,strategy,0,0,0
8917324,long method,strategy,0,1,1
8961619,long method,strategy,0,0,0
8962194,data class,strategy,0,0,1
8911068,blob,strategy,0,0,0
8911068,blob,with_size,0,0,0
8887186,blob,strategy,0,0,0
8887186,blob,with_size,0,0,0
8967998,long method,strategy,0,0,0
8959710,long method,strategy,0,0,0
8909910,long method,strategy,0,0,0
8913163,blob,strategy,0,0,0
8913163,blob,with_size,0,0,0
8895014,long method,strategy,0,0,0
8949635,feature envy,law_of_demeter,0,,0
8937277,long method,strategy,0,0,0
8954733,feature envy,law_of_demeter,0,,0
8898055,long method,strategy,0,0,0
8920121,long method,strategy,0,1,1
8968857,blob,strategy,0,0,0
8968857,blob,with_size,0,0,0
8954112,blob,strategy,0,0,0
8954112,blob,with_size,0,0,0
8965576,long method,strategy,0,0,0
8967424,feature envy,law_of_demeter,0,,0
8968865,data class,strategy,0,0,1
8877416,blob,strategy,1,1,1
8877416,blob,with_size,1,1,1
8908782,long method,strategy,0,0,0
8925039,long method,strategy,0,1,1
8934890,long method,strategy,0,0,0
8912820,data class,strategy,1,1,1
8902780,blob,strategy,0,0,0
8902780,blob,with_size,0,0,0
8934270,blob,strategy,0,0,0
8934270,blob,with_size,0,0,0
8895511,long method,strategy,0,0,1
8944650,data class,strategy,0,0,0
8928769,feature envy,law_of_demeter,0,,0
8952223,blob,strategy,0,0,1
8952223,blob,with_size,0,0,1
8863382,long method,strategy,0,0,0
8935536,long method,strategy,0,0,0
8953833,feature envy,law_of_demeter,0,,0
8907445,data class,strategy,0,0,0
8951087,long method,strategy,0,0,0
4700005,feature envy,law_of_demeter,0,,0
4703457,blob,strategy,0,0,0
4703457,blob,with_size,0,0,0
4708154,blob,strategy,0,0,0
4708154,blob,with_size,0,0,0
4707700,blob,strategy,0,0,0
4707700,blob,with_size,0,0,0
4705856,long method,strategy,0,0,0
4703627,blob,strategy,0,0,0
4703627,blob,with_size,0,0,0
8604577,blob,strategy,0,0,0
8604577,blob,with_size,0,0,0
8604234,data class,strategy,0,0,0
8604349,long method,strategy,0,0,0
8632348,data class,strategy,0,0,0
8645617,data class,strategy,0,0,0
8644476,long method,strategy,0,0,0
8672725,data class,strategy,0,0,0
8672429,blob,strategy,0,0,0
8672429,blob,with_size,0,0,0
8673459,long method,strategy,0,0,0
8624129,data class,strategy,0,0,0
8614637,long method,strategy,0,0,0
8633022,blob,strategy,0,0,1
8633022,blob,with_size,0,0,1
8678273,long method,strategy,0,0,0
8658418,blob,strategy,0,0,0
8658418,blob,with_size,0,0,0
8615362,long method,strategy,0,0,0
8682807,data class,strategy,0,0,1
8621159,data class,strategy,0,0,0
8653867,blob,strategy,0,0,0
8653867,blob,with_size,0,0,0
8661940,data class,strategy,0,0,0
8608593,data class,strategy,0,0,0
8611383,blob,strategy,0,0,0
8611383,blob,with_size,0,0,0
8604623,data class,strategy,0,0,0
8677594,data class,strategy,0,0,0
8608959,blob,strategy,0,0,0
8608959,blob,with_size,0,0,0
8603648,blob,strategy,1,1,0
8603648,blob,with_size,1,1,0
8618083,blob,strategy,0,0,0
8618083,blob,with_size,0,0,0
8675011,long method,strategy,0,0,0
8669663,data class,strategy,0,0,0
8609582,data class,strategy,0,0,0
8620569,blob,strategy,0,0,0
8620569,blob,with_size,0,0,0
8629693,data class,strategy,0,0,0
8615469,feature envy,law_of_demeter,0,,0
8660303,long method,strategy,0,0,0
8617061,feature envy,law_of_demeter,0,,0
8620968,blob,strategy,0,0,1
8620968,blob,with_size,0,1,1
8649493,blob,strategy,0,0,0
8649493,blob,with_size,0,0,0
8629477,data class,strategy,0,0,0
8622582,long method,strategy,0,0,1
8666215,feature envy,law_of_demeter,0,,1
8618517,feature envy,law_of_demeter,0,,1
8645264,blob,strategy,0,0,1
8645264,blob,with_size,0,0,1
8674484,blob,strategy,0,0,0
8674484,blob,with_size,0,0,0
8631904,feature envy,law_of_demeter,0,,0
8657644,long method,strategy,0,0,0
8625002,long method,strategy,0,0,0
8653310,long method,strategy,0,1,1
8674686,long method,strategy,0,0,1
8661979,long method,strategy,0,0,0
8655527,long method,strategy,0,0,0
4709869,data class,strategy,0,0,0
4713471,blob,strategy,0,0,1
4713471,blob,with_size,0,0,1
4716488,blob,strategy,0,0,0
4716488,blob,with_size,0,0,0
4716573,long method,strategy,0,0,0
4714964,blob,strategy,0,0,1
4714964,blob,with_size,0,0,1
4714464,blob,strategy,0,0,0
4714464,blob,with_size,0,0,0
4720056,long method,strategy,0,0,0
4721410,long method,strategy,0,0,1
7748712,long method,strategy,0,0,0
7747391,long method,strategy,0,0,0
7747898,long method,strategy,0,0,0
7748459,blob,strategy,0,0,0
7748459,blob,with_size,0,0,0
7756213,data class,strategy,0,0,0
7755095,feature envy,law_of_demeter,0,,0
7747098,blob,strategy,0,0,1
7747098,blob,with_size,0,1,1
7747392,feature envy,law_of_demeter,0,,0
7743333,long method,strategy,0,0,0
7754810,blob,strategy,0,0,1
7754810,blob,with_size,0,1,1
7736145,blob,strategy,0,0,0
7736145,blob,with_size,0,1,0
7732540,long method,strategy,0,0,0
7755926,blob,strategy,0,0,0
7755926,blob,with_size,0,0,0
7738164,blob,strategy,0,0,0
7738164,blob,with_size,0,0,0
7749788,long method,strategy,0,1,0
7751163,data class,strategy,0,0,0
7745170,long method,strategy,0,0,0
7742878,data class,strategy,0,0,0
7730792,feature envy,law_of_demeter,0,,1
7754600,feature envy,law_of_demeter,0,,0
7757616,blob,strategy,0,0,0
7757616,blob,with_size,0,0,0
7757709,data class,strategy,0,0,1
7759750,long method,strategy,0,0,0
7760290,long method,strategy,0,0,0
7777986,blob,strategy,0,0,0
7777986,blob,with_size,0,0,0
7763705,data class,strategy,0,0,0
7767021,long method,strategy,0,0,0
7777067,long method,strategy,0,0,1
7779168,data class,strategy,0,0,0
7763232,long method,strategy,0,0,0
7761185,long method,strategy,0,0,0
7762191,blob,strategy,0,0,1
7762191,blob,with_size,0,0,1
7775896,long method,strategy,0,0,0
7770031,long method,strategy,0,0,0
7759298,long method,strategy,0,0,0
7763261,data class,strategy,0,0,0
7772686,data class,strategy,0,0,0
7758018,blob,strategy,0,0,0
7758018,blob,with_size,0,0,0
7769131,long method,strategy,0,1,1
7762033,feature envy,law_of_demeter,0,,1
7777749,data class,strategy,0,0,0
7764177,blob,strategy,0,0,0
7764177,blob,with_size,0,0,0
7757865,long method,strategy,0,0,0
7733996,long method,strategy,0,0,0
7746730,long method,strategy,0,0,0
7746473,long method,strategy,0,0,0
7743791,long method,strategy,0,0,0
7739565,long method,strategy,0,0,0
4727936,blob,strategy,0,0,1
4727936,blob,with_size,0,0,1
4726345,blob,strategy,0,0,0
4726345,blob,with_size,0,0,0
4762838,blob,strategy,0,0,0
4762838,blob,with_size,0,0,0
4747471,blob,strategy,0,0,0
4747471,blob,with_size,0,0,0
4764437,blob,strategy,0,0,0
4764437,blob,with_size,0,0,0
4752038,blob,strategy,0,0,1
4752038,blob,with_size,0,0,1
4756088,long method,strategy,0,0,0
4753103,long method,strategy,0,0,0
4757087,data class,strategy,0,0,0
4755469,feature envy,law_of_demeter,0,,0
4758737,long method,strategy,0,0,0
4747481,blob,strategy,0,0,0
4747481,blob,with_size,0,0,0
4750918,blob,strategy,0,0,0
4750918,blob,with_size,0,0,0
4736526,blob,strategy,0,0,0
4736526,blob,with_size,0,0,0
4730489,blob,strategy,0,0,0
4730489,blob,with_size,0,0,0
4734680,blob,strategy,0,0,0
4734680,blob,with_size,0,0,0
4731830,blob,strategy,0,0,0
4731830,blob,with_size,0,0,0
4728322,blob,strategy,0,0,0
4728322,blob,with_size,0,0,0
4737348,long method,strategy,0,0,0
4737430,blob,strategy,0,0,1
4737430,blob,with_size,0,0,1
4737119,long method,strategy,0,0,0
4735672,long method,strategy,0,0,0
4739090,long method,strategy,0,0,0
4737230,long method,strategy,0,0,0
4734250,feature envy,law_of_demeter,0,,0
4734605,long method,strategy,0,0,1
4743999,long method,strategy,0,0,0
4745033,feature envy,law_of_demeter,0,,0
4745312,data class,strategy,0,0,1
4745800,long method,strategy,0,0,0
4747524,blob,strategy,0,0,0
4747524,blob,with_size,0,0,0
4900050,long method,strategy,0,0,0
4882061,blob,strategy,0,0,0
4882061,blob,with_size,0,0,0
4911266,long method,strategy,0,0,0
4897642,long method,strategy,0,0,0
4875906,feature envy,law_of_demeter,0,,0
4858143,blob,strategy,0,0,0
4858143,blob,with_size,0,0,0
4865733,blob,strategy,0,0,0
4865733,blob,with_size,0,0,0
4874140,feature envy,law_of_demeter,0,,1
4864530,data class,strategy,0,0,0
4865706,blob,strategy,0,0,0
4865706,blob,with_size,0,0,0
4757534,data class,strategy,0,0,0
4768247,blob,strategy,0,0,0
4768247,blob,with_size,0,0,0
4767234,feature envy,law_of_demeter,0,,0
4783602,data class,strategy,0,0,0
4773397,long method,strategy,0,0,0
4783162,long method,strategy,0,0,0
4774610,data class,strategy,0,0,0
4780381,blob,strategy,0,0,0
4780381,blob,with_size,0,0,0
4780738,blob,strategy,1,1,0
4780738,blob,with_size,1,1,0
4772031,long method,strategy,0,0,0
4771698,blob,strategy,0,0,0
4771698,blob,with_size,0,0,0
4784081,long method,strategy,0,0,1
4782948,long method,strategy,0,0,1
4786049,long method,strategy,0,0,0
4788662,feature envy,law_of_demeter,0,,1
4778425,long method,strategy,0,0,0
4797136,data class,strategy,0,0,0
4794391,blob,strategy,0,0,0
4794391,blob,with_size,0,0,0
4794099,blob,strategy,0,0,0
4794099,blob,with_size,0,0,0
4794476,blob,strategy,0,0,0
4794476,blob,with_size,0,0,0
4794965,long method,strategy,1,1,1
4790338,feature envy,law_of_demeter,0,,0
4792710,blob,strategy,0,0,0
4792710,blob,with_size,0,0,0
4808674,blob,strategy,0,0,0
4808674,blob,with_size,0,0,0
4800822,blob,strategy,0,0,0
4800822,blob,with_size,0,0,0
4801607,blob,strategy,0,0,1
4801607,blob,with_size,0,0,1
4809381,long method,strategy,0,1,1
4798652,feature envy,law_of_demeter,0,,0
4806304,feature envy,law_of_demeter,0,,0
4804222,blob,strategy,0,0,1
4804222,blob,with_size,0,0,1
4801902,blob,strategy,0,0,0
4801902,blob,with_size,0,0,0
4817934,data class,strategy,0,0,0
4814956,blob,strategy,0,0,1
4814956,blob,with_size,0,0,1
4821096,long method,strategy,0,0,0
4823396,blob,strategy,0,0,0
4823396,blob,with_size,0,0,0
4817472,feature envy,law_of_demeter,0,,0
4815345,blob,strategy,1,0,1
4815345,blob,with_size,1,1,1
4816749,long method,strategy,0,0,0
4816540,blob,strategy,0,0,0
4816540,blob,with_size,0,0,0
4827311,blob,strategy,0,0,0
4827311,blob,with_size,0,0,0
4841390,blob,strategy,0,0,0
4841390,blob,with_size,0,0,0
4837876,long method,strategy,0,0,0
4839287,blob,strategy,0,0,0
4839287,blob,with_size,0,0,0
4830091,feature envy,law_of_demeter,0,,0
4829954,blob,strategy,0,0,0
4829954,blob,with_size,0,0,0
4834610,blob,strategy,0,0,0
4834610,blob,with_size,0,0,0
4838704,data class,strategy,0,0,0
4843205,long method,strategy,0,0,0
4832018,long method,strategy,0,0,0
4827886,blob,strategy,0,0,0
4827886,blob,with_size,0,0,0
4828331,data class,strategy,0,0,0
4826023,feature envy,law_of_demeter,0,,0
4842851,blob,strategy,0,0,0
4842851,blob,with_size,0,0,0
4827314,data class,strategy,0,0,0
4910241,long method,strategy,0,0,0
4852058,long method,strategy,0,0,0
4909332,long method,strategy,0,0,0
4871882,blob,strategy,0,0,0
4871882,blob,with_size,0,0,0
4896610,long method,strategy,0,0,0
4901851,feature envy,law_of_demeter,0,,0
4857404,blob,strategy,0,0,0
4857404,blob,with_size,0,0,0
4909319,long method,strategy,0,1,0
4864235,blob,strategy,0,0,0
4864235,blob,with_size,0,0,0
4866077,long method,strategy,0,0,0
4901849,long method,strategy,0,0,0
4913801,blob,strategy,0,0,1
4913801,blob,with_size,0,0,1
4875170,blob,strategy,0,0,1
4875170,blob,with_size,0,0,1
4853285,data class,strategy,0,0,0
4848736,blob,strategy,1,0,0
4848736,blob,with_size,1,1,0
4846258,blob,strategy,0,0,0
4846258,blob,with_size,0,0,0
4847579,blob,strategy,0,0,0
4847579,blob,with_size,0,0,0
4869703,data class,strategy,0,0,0
4887547,long method,strategy,0,0,0
4856596,long method,strategy,0,0,0
4847006,feature envy,law_of_demeter,0,,0
4906479,feature envy,law_of_demeter,0,,0
4865255,feature envy,law_of_demeter,0,,0
4886061,feature envy,law_of_demeter,0,,0
4901677,feature envy,law_of_demeter,0,,0
4906096,long method,strategy,0,0,0
4850810,long method,strategy,0,0,0
4844449,blob,strategy,0,0,0
4844449,blob,with_size,0,0,0
4849361,feature envy,law_of_demeter,0,,0
4849963,blob,strategy,0,0,0
4849963,blob,with_size,0,0,0
8295955,blob,strategy,0,0,0
8295955,blob,with_size,0,0,0
8273753,blob,strategy,0,0,0
8273753,blob,with_size,0,0,0
8284419,blob,strategy,0,0,0
8284419,blob,with_size,0,0,0
8286887,long method,strategy,0,0,0
8283403,data class,strategy,0,0,0
8281103,long method,strategy,0,0,0
8276759,feature envy,law_of_demeter,0,,0
8274779,data class,strategy,0,0,0
8278616,blob,strategy,0,0,1
8278616,blob,with_size,0,0,1
8295032,blob,strategy,0,0,0
8295032,blob,with_size,0,0,0
8284183,blob,strategy,0,0,0
8284183,blob,with_size,0,0,0
8285514,blob,strategy,1,0,1
8285514,blob,with_size,1,1,1
8295936,blob,strategy,0,0,0
8295936,blob,with_size,0,0,0
8293792,long method,strategy,0,0,1
8295253,long method,strategy,0,0,0
8292656,long method,strategy,0,0,0
8279744,blob,strategy,0,0,1
8279744,blob,with_size,0,0,1
8281849,long method,strategy,0,0,0
8286898,data class,strategy,0,0,0
8290693,blob,strategy,0,0,1
8290693,blob,with_size,0,0,1
8295012,blob,strategy,0,0,0
8295012,blob,with_size,0,0,0
8278588,data class,strategy,0,0,0
8292673,blob,strategy,0,0,0
8292673,blob,with_size,0,0,0
8282686,blob,strategy,0,0,0
8282686,blob,with_size,0,0,0
5041287,feature envy,law_of_demeter,0,,0
5033471,blob,strategy,1,1,1
5033471,blob,with_size,1,1,1
5041383,data class,strategy,0,0,0
5055368,blob,strategy,0,0,1
5055368,blob,with_size,0,0,1
5049924,blob,strategy,0,0,1
5049924,blob,with_size,0,1,1
5062548,blob,strategy,0,0,0
5062548,blob,with_size,0,0,0
5075026,feature envy,law_of_demeter,0,,0
5075417,data class,strategy,0,0,0
5045944,long method,strategy,0,0,0
5042781,blob,strategy,0,0,0
5042781,blob,with_size,0,0,0
5037205,blob,strategy,0,0,0
5037205,blob,with_size,0,0,0
5040675,long method,strategy,0,0,0
5052657,data class,strategy,0,0,0
5073287,data class,strategy,0,0,0
5040765,data class,strategy,0,0,1
5048033,long method,strategy,0,0,0
5068417,data class,strategy,0,0,0
4924493,long method,strategy,0,0,0
4918125,long method,strategy,0,0,0
4919453,long method,strategy,0,0,0
4927730,long method,strategy,0,0,0
4928696,blob,strategy,0,0,0
4928696,blob,with_size,0,0,0
4925720,blob,strategy,0,0,0
4925720,blob,with_size,0,0,0
4928800,data class,strategy,0,0,0
4916648,data class,strategy,0,0,0
4917464,long method,strategy,0,0,0
4919602,long method,strategy,0,1,1
4923223,data class,strategy,0,0,0
4930104,long method,strategy,0,0,0
4933194,feature envy,law_of_demeter,0,,0
4933953,long method,strategy,0,1,1
4932611,long method,strategy,0,0,0
4933806,data class,strategy,0,0,0
4932887,long method,strategy,0,0,1
4972127,data class,strategy,0,0,0
4960036,long method,strategy,0,0,0
4965107,blob,strategy,0,0,0
4965107,blob,with_size,0,0,0
4977189,data class,strategy,0,0,0
4967591,blob,strategy,0,0,0
4967591,blob,with_size,0,0,0
4956199,blob,strategy,0,0,0
4956199,blob,with_size,0,0,0
4950142,long method,strategy,0,0,0
4982268,data class,strategy,0,0,0
4944991,long method,strategy,0,0,0
4969461,feature envy,law_of_demeter,0,,0
4977435,data class,strategy,0,0,0
4975742,long method,strategy,0,0,0
4980296,long method,strategy,0,0,0
4975591,blob,strategy,0,0,1
4975591,blob,with_size,0,0,1
4960946,long method,strategy,0,0,0
4969128,blob,strategy,0,0,0
4969128,blob,with_size,0,0,0
4960276,data class,strategy,0,0,0
4995171,long method,strategy,0,1,1
5020389,long method,strategy,0,0,0
5016382,data class,strategy,0,0,0
5019534,data class,strategy,0,0,0
5015205,blob,strategy,0,0,0
5015205,blob,with_size,0,0,0
5002069,data class,strategy,0,0,0
5005330,feature envy,law_of_demeter,0,,0
5004349,data class,strategy,0,0,0
5004854,feature envy,law_of_demeter,0,,0
5164165,blob,strategy,0,0,0
5164165,blob,with_size,0,0,0
5173084,feature envy,law_of_demeter,0,,0
5162987,data class,strategy,0,0,0
5182713,blob,strategy,1,0,1
5182713,blob,with_size,1,0,1
5161069,data class,strategy,0,0,0
5182985,feature envy,law_of_demeter,0,,0
5172876,blob,strategy,0,0,0
5172876,blob,with_size,0,0,0
5177811,feature envy,law_of_demeter,0,,0
5161273,long method,strategy,0,0,0
5180625,blob,strategy,0,0,1
5180625,blob,with_size,0,0,1
5014423,feature envy,law_of_demeter,0,,0
5023689,long method,strategy,0,1,1
5018622,data class,strategy,0,0,0
5025413,feature envy,law_of_demeter,0,,0
5025102,blob,strategy,0,0,0
5025102,blob,with_size,0,0,0
5026271,blob,strategy,0,0,0
5026271,blob,with_size,0,0,0
5027180,blob,strategy,1,1,0
5027180,blob,with_size,1,1,0
5025893,long method,strategy,0,0,0
5028269,data class,strategy,0,0,0
5028034,blob,strategy,0,0,0
5028034,blob,with_size,0,0,0
5030132,data class,strategy,0,0,0
5057041,feature envy,law_of_demeter,0,,0
5052296,blob,strategy,0,0,0
5052296,blob,with_size,0,0,0
5070999,long method,strategy,0,0,0
5058759,blob,strategy,0,0,0
5058759,blob,with_size,0,0,0
5066014,long method,strategy,0,0,0
5072938,data class,strategy,0,0,0
5091177,data class,strategy,0,0,0
5088331,blob,strategy,0,0,0
5088331,blob,with_size,0,0,0
5091269,feature envy,law_of_demeter,0,,0
5093717,feature envy,law_of_demeter,0,,0
5088158,data class,strategy,0,0,0
5114470,blob,strategy,0,0,0
5114470,blob,with_size,0,0,0
5124033,long method,strategy,0,0,0
5115838,data class,strategy,0,0,1
5111196,feature envy,law_of_demeter,0,,0
5123754,long method,strategy,0,0,0
5117164,long method,strategy,0,0,1
5110869,feature envy,law_of_demeter,0,,0
5111193,blob,strategy,0,0,0
5111193,blob,with_size,0,0,0
5115119,blob,strategy,0,0,0
5115119,blob,with_size,0,0,0
5106994,long method,strategy,0,0,0
5107955,long method,strategy,0,0,0
5102890,feature envy,law_of_demeter,0,,0
5097474,data class,strategy,0,0,1
5102180,feature envy,law_of_demeter,0,,0
5107511,blob,strategy,0,0,0
5107511,blob,with_size,0,0,0
5097365,blob,strategy,0,0,0
5097365,blob,with_size,0,0,0
5098876,data class,strategy,0,0,0
5111458,blob,strategy,1,0,1
5111458,blob,with_size,1,1,1
5112767,blob,strategy,0,0,0
5112767,blob,with_size,0,0,0
5128334,data class,strategy,0,0,1
5129580,blob,strategy,0,0,0
