sample_id,repository,smell,entity_type,path,start_line,end_line,class_name,class_kind,entity_name,entity_start_line,entity_end_line,is_constructor,review_count,is_unanimous,severity_mean,severity_max,severity_min,severity_unanimous,smelly_mean,smelly_max,smelly_min,smelly_unanimous,c_AMW,c_ATFD,c_CBO,c_CLOC,c_DIT,c_LCOM,c_LCOM3,c_MAXCC,c_NOAM,c_NOC,c_NOF,c_NOM,c_NOPA,c_RFC,c_TCC,c_WMC,c_WOC,m_ATFD,m_CC,m_CINT,m_FDP,m_LAA,m_MAXNESTING,m_MLOC,m_NOAV,m_NP
5542756,git@github.com:apache/sentry.git,feature envy,function,sentry-service/sentry-service-api/src/gen/thrift/gen-javabean/org/apache/sentry/api/service/thrift/SentryPolicyService.java,20817,20828,list_roles_privileges_resultTupleScheme,class,write,20817,20828,0,2,1,0,0,0,0,0,0,0,0,2.5,3.0,6.0,18.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,5.0,1.0,2.0,3.0,4.0,1.0,0.0,1.0,9.0,6.0,2.0
5563186,git@github.com:apache/sentry.git,data class,class,sentry-service/sentry-service-api/src/gen/thrift/gen-javabean/org/apache/sentry/api/generic/thrift/SentryGenericPolicyService.java,982,1000,list_sentry_privileges_for_provider,class,list_sentry_privileges_for_provider,982,1000,,2,1,0,0,0,0,0,0,0,0,1.0,2.0,4.0,11.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,7.0,0.0,4.0,0.5,,,,,,,,,
5548181,git@github.com:apache/sentry.git,long method,function,sentry-service/sentry-service-server/src/main/java/org/apache/sentry/provider/db/service/persistent/SentryStore.java,3748,3761,SentryStore,class,getMAuthzPaths,3748,3761,0,2,1,0,0,0,0,0,0,0,0,2.668085106382979,131.0,61.0,2445.0,0.0,21155.0,0.9601471489883507,17.0,25.0,0.0,14.0,234.0,0.0,947.0,0.26696735395189003,627.0,0.8910891089108911,1.0,2.0,5.0,1.0,0.5,1.0,11.0,6.0,2.0
5551982,git@github.com:apache/sentry.git,long method,function,sentry-hdfs/sentry-hdfs-common/src/gen/thrift/gen-javabean/org/apache/sentry/hdfs/service/thrift/TPrivilegePrincipal.java,218,237,TPrivilegePrincipal,class,setFieldValue,218,237,0,2,1,0,0,0,0,0,0,0,0,2.6551724137931036,1.0,24.0,278.0,0.0,163.0,0.9142857142857143,16.0,6.0,0.0,7.0,26.0,0.0,77.0,0.29347826086956524,77.0,0.75,0.0,5.0,4.0,0.0,1.0,2.0,14.0,2.0,2.0
5545552,git@github.com:apache/sentry.git,blob,class,sentry-hdfs/sentry-hdfs-common/src/gen/thrift/gen-javabean/org/apache/sentry/hdfs/service/thrift/SentryHDFSService.java,1675,1715,check_hms_seq_num_argsStandardScheme,class,check_hms_seq_num_argsStandardScheme,1675,1715,,2,1,0,0,0,0,0,0,0,0,3.0,2.0,8.0,29.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,26.0,0.0,6.0,1.0,,,,,,,,,
5539522,git@github.com:apache/sentry.git,data class,class,sentry-tests/sentry-tests-kafka/src/main/java/org/apache/sentry/tests/e2e/kafka/KafkaTestServer.java,35,129,KafkaTestServer,class,KafkaTestServer,35,129,,6,0,0,1,0,,0,1,0,,1.625,4.0,9.0,70.0,0.0,0.0,0.7777777777777777,4.0,1.0,0.0,6.0,7.0,0.0,35.0,0.3333333333333333,13.0,0.6666666666666666,,,,,,,,,
5555115,git@github.com:apache/sentry.git,long method,function,sentry-service/sentry-service-api/src/gen/thrift/gen-javabean/org/apache/sentry/api/service/thrift/SentryPolicyService.java,12942,12947,list_sentry_privileges_by_user_and_itsgroups_args,class,list_sentry_privileges_by_user_and_itsgroups_args,12942,12947,1,2,1,0,0,0,0,0,0,0,0,2.125,0.0,23.0,211.0,0.0,98.0,0.9199999999999999,9.0,3.0,0.0,5.0,21.0,0.0,61.0,0.32748538011695905,51.0,0.8421052631578947,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0
5565017,git@github.com:apache/sentry.git,blob,class,sentry-binding/sentry-binding-hive/src/main/java/org/apache/sentry/binding/hive/authz/SentryConfigTool.java,597,641,CommandImpl,class,CommandImpl,597,641,,2,1,0,0,0,0,0,0,0,0,8.0,7.0,2.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,21.0,1.0,8.0,1.0,,,,,,,,,
5586619,git@github.com:apache/servicecomb-java-chassis.git,long method,function,foundations/foundation-common/src/main/java/org/apache/servicecomb/foundation/common/part/FilePart.java,42,45,FilePart,class,getInputStream,42,45,0,2,1,0,0,0,0,0,0,0,0,1.0,0.0,5.0,30.0,1.0,0.0,0.5833333333333334,1.0,5.0,0.0,2.0,7.0,0.0,15.0,0.5238095238095238,9.0,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0
5581462,git@github.com:apache/servicecomb-java-chassis.git,blob,class,integration-tests/it-common/src/main/java/org/apache/servicecomb/it/schema/User.java,23,76,User,class,User,23,76,,4,0,1,1,0,,1,1,0,,1.1,0.0,2.0,29.0,0.0,25.0,0.8055555555555556,2.0,8.0,0.0,4.0,10.0,0.0,11.0,0.2222222222222222,11.0,0.2,,,,,,,,,
5580164,git@github.com:apache/servicecomb-java-chassis.git,long method,function,integration-tests/it-producer/src/main/java/org/apache/servicecomb/it/schema/AnnotatedAttributeSpringmvcSchema.java,76,80,AnnotatedAttributeSpringmvcSchema,class,fromAttribute,76,80,0,2,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,35.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0
5576325,git@github.com:apache/servicecomb-java-chassis.git,data class,class,swagger/swagger-generator/generator-core/src/main/java/org/apache/servicecomb/swagger/converter/model/ModelImplConverter.java,40,108,ModelImplConverter,class,ModelImplConverter,40,108,,2,1,0,0,0,0,0,0,0,0,3.5,6.0,11.0,41.0,2.0,6.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,36.0,1.0,14.0,1.0,,,,,,,,,
5580203,git@github.com:apache/servicecomb-java-chassis.git,feature envy,function,demo/demo-edge/edge-service/src/main/java/org/apache/servicecomb/demo/edge/service/encrypt/EncryptEdgeDispatcher.java,102,113,EncryptEdgeDispatcher,class,routeToBackend,102,113,0,2,1,0,0,0,0,0,0,0,0,1.5,3.0,11.0,46.0,2.0,11.0,0.9,3.0,1.0,0.0,4.0,6.0,0.0,38.0,0.0,9.0,0.5,3.0,1.0,8.0,3.0,0.4,0.0,9.0,13.0,3.0
5575053,git@github.com:apache/servicecomb-java-chassis.git,data class,class,demo/demo-schema/src/main/java/org/apache/servicecomb/demo/multiErrorCode/MultiResponse200.java,20,50,MultiResponse200,class,MultiResponse200,20,50,,4,0,1,2,0,,1,1,0,,1.0,0.0,0.0,16.0,0.0,9.0,0.8,1.0,6.0,0.0,3.0,6.0,0.0,6.0,0.2,6.0,0.0,,,,,,,,,
5573352,git@github.com:apache/servicecomb-java-chassis.git,blob,class,metrics/metrics-core/src/main/java/org/apache/servicecomb/metrics/core/meter/invocation/EdgeInvocationMeters.java,23,32,EdgeInvocationMeters,class,EdgeInvocationMeters,23,32,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,5.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,,,,,,,,,
5575320,git@github.com:apache/servicecomb-java-chassis.git,data class,class,foundations/foundation-protobuf/src/main/java/org/apache/servicecomb/foundation/protobuf/internal/schema/serializer/repeated/impl/doubles/DoubleNotPackedWriteSchemas.java,31,75,DoubleNotPackedWriters,class,DoubleNotPackedWriters,31,75,,2,1,0,0,0,0,0,0,0,0,8.0,0.0,3.0,25.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,1.0,,,,,,,,,
5578507,git@github.com:apache/servicecomb-java-chassis.git,feature envy,function,foundations/foundation-config/src/main/java/org/apache/servicecomb/config/ConfigUtil.java,105,122,ConfigUtil,class,createLocalConfig,105,122,0,6,0,0,1,0,,0,1,0,,1.7619047619047619,9.0,17.0,166.0,0.0,152.0,0.868421052631579,4.0,5.0,0.0,4.0,20.0,0.0,81.0,1.0,37.0,0.7142857142857143,3.0,3.0,7.0,2.0,0.4,1.0,13.0,9.0,0.0
7916535,git@github.com:apache/servicemix-bundles.git,feature envy,function,xalan-2.7.2/src/main/java/org/apache/xalan/xsltc/runtime/ObjectFactory.java,477,529,ObjectFactory,class,findProviderClass,477,529,0,8,0,1,2,0,,1,1,0,,5.2,1.0,15.0,234.0,0.0,45.0,1.0,19.0,0.0,0.0,5.0,10.0,0.0,42.0,1.0,52.0,1.0,0.0,9.0,6.0,0.0,1.0,6.0,31.0,10.0,3.0
5615923,git@github.com:apache/shindig.git,long method,function,java/common/src/main/java/org/apache/shindig/common/uri/Uri.java,205,289,Uri,class,normalizePath,205,289,0,4,0,2,3,0,,1,1,0,,3.4782608695652173,11.0,6.0,183.0,0.0,185.0,0.91005291005291,26.0,12.0,0.0,9.0,22.0,0.0,96.0,0.125,80.0,0.4,0.0,26.0,6.0,0.0,1.0,3.0,47.0,12.0,1.0
5616304,git@github.com:apache/shiro.git,long method,function,support/ehcache/src/main/java/org/apache/shiro/cache/ehcache/EhCacheManager.java,234,249,EhCacheManager,class,destroy,234,249,0,2,1,0,0,0,0,0,0,0,0,2.5,2.0,15.0,67.0,0.0,14.0,0.75,7.0,4.0,0.0,4.0,9.0,0.0,28.0,0.3333333333333333,25.0,0.42857142857142855,0.0,4.0,3.0,0.0,1.0,4.0,12.0,5.0,0.0
5618836,git@github.com:apache/shiro.git,feature envy,function,core/src/main/java/org/apache/shiro/subject/SimplePrincipalCollection.java,191,200,SimplePrincipalCollection,class,fromRealm,191,200,0,2,1,0,0,0,0,0,0,0,0,2.9130434782608696,2.0,8.0,135.0,0.0,27.0,0.7592592592592593,7.0,1.0,0.0,3.0,19.0,0.0,66.0,0.35,67.0,0.9375,0.0,5.0,3.0,0.0,1.0,1.0,7.0,3.0,1.0
5654277,git@github.com:apache/sis.git,blob,class,core/sis-utility/src/main/java/org/apache/sis/measure/Prefixes.java,37,216,Prefixes,class,Prefixes,37,216,,8,0,0,2,0,,0,1,0,,6.0,11.0,9.0,83.0,0.0,10.0,1.0,12.0,0.0,0.0,6.0,5.0,0.0,41.0,1.0,36.0,1.0,,,,,,,,,
5660710,git@github.com:apache/sis.git,blob,class,core/sis-referencing/src/main/java/org/apache/sis/internal/referencing/j2d/AffineMatrix.java,38,212,AffineMatrix,class,AffineMatrix,38,212,,6,0,0,1,0,,0,1,0,,2.4545454545454546,1.0,8.0,72.0,0.0,19.0,0.873015873015873,10.0,5.0,0.0,7.0,10.0,0.0,33.0,0.28888888888888886,27.0,0.5,,,,,,,,,
5645958,git@github.com:apache/sis.git,blob,class,core/sis-metadata/src/main/java/org/apache/sis/internal/jaxb/geometry/GM_Object.java,39,97,GM_Object,class,GM_Object,39,97,,2,1,0,0,0,0,0,0,0,0,1.75,0.0,3.0,18.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,7.0,0.0,7.0,1.0,,,,,,,,,
5665524,git@github.com:apache/sis.git,long method,function,storage/sis-netcdf/src/main/java/org/apache/sis/internal/netcdf/ucar/GridWrapper.java,186,199,GridWrapper,class,containsAllNamedAxes,186,199,0,2,1,0,0,0,0,0,0,0,0,3.5454545454545454,2.0,9.0,88.0,2.0,0.0,0.7083333333333333,20.0,4.0,0.0,3.0,9.0,0.0,52.0,1.0,39.0,0.0,0.0,5.0,3.0,0.0,1.0,4.0,9.0,4.0,1.0
5659423,git@github.com:apache/sis.git,data class,class,core/sis-metadata/src/main/java/org/apache/sis/internal/jaxb/gco/InternationalStringAdapter.java,82,95,Since2014,class,Since2014,82,95,,2,1,0,0,0,0,0,0,0,0,1.5,1.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,1.0,,,,,,,,,
5657118,git@github.com:apache/sis.git,feature envy,function,storage/sis-shapefile/src/main/java/org/apache/sis/internal/shapefile/jdbc/resultset/AbstractResultSet.java,236,239,AbstractResultSet,class,getTimestamp,236,239,0,2,1,0,0,0,0,0,0,0,0,1.0,0.0,17.0,234.0,2.0,2926.0,0.0,1.0,33.0,1.0,0.0,77.0,0.0,79.0,0.0,78.0,0.5714285714285714,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0
5657210,git@github.com:apache/sis.git,data class,class,core/sis-metadata/src/main/java/org/apache/sis/internal/jaxb/metadata/DQ_PositionalAccuracy.java,34,92,DQ_PositionalAccuracy,class,DQ_PositionalAccuracy,34,92,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,3.0,15.0,2.0,6.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,7.0,0.0,6.0,0.0,,,,,,,,,
5655899,git@github.com:apache/sis.git,long method,function,core/sis-utility/src/main/java/org/apache/sis/util/collection/WeakValueHashMap.java,146,154,Entry,class,setValue,146,154,0,2,1,0,0,0,0,0,0,0,0,1.5714285714285714,0.0,2.0,36.0,2.0,9.0,0.6,3.0,2.0,0.0,1.0,6.0,0.0,17.0,0.2,11.0,0.6666666666666666,0.0,2.0,2.0,0.0,1.0,1.0,7.0,2.0,1.0
5647618,git@github.com:apache/sis.git,long method,function,storage/sis-sqlstore/src/main/java/org/apache/sis/internal/sql/feature/Relation.java,373,380,Relation,class,startFollowing,373,380,0,2,1,0,0,0,0,0,0,0,0,3.5384615384615383,15.0,15.0,114.0,1.0,28.0,0.8181818181818182,17.0,3.0,0.0,4.0,12.0,0.0,73.0,1.0,46.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,5.0,4.0,1.0
5663777,git@github.com:apache/sis.git,data class,class,core/sis-referencing/src/main/java/org/apache/sis/internal/jaxb/referencing/CS_RangeMeaning.java,33,59,CS_RangeMeaning,class,CS_RangeMeaning,33,59,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,2.0,8.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,1.0,,,,,,,,,
5661062,git@github.com:apache/sis.git,long method,function,core/sis-metadata/src/main/java/org/apache/sis/metadata/TreeNodeChildren.java,137,165,TreeNodeChildren,class,TreeNodeChildren,137,165,1,4,0,1,1,0,,1,1,0,,2.2941176470588234,21.0,16.0,165.0,1.0,8.0,0.7444444444444446,8.0,5.0,0.0,6.0,16.0,0.0,63.0,0.3333333333333333,39.0,0.8333333333333334,7.0,8.0,9.0,4.0,0.4166666666666667,3.0,18.0,19.0,3.0
5657934,git@github.com:apache/sis.git,blob,class,core/sis-metadata/src/main/java/org/apache/sis/internal/jaxb/code/DQ_EvaluationMethodTypeCode.java,36,91,DQ_EvaluationMethodTypeCode,class,DQ_EvaluationMethodTypeCode,36,91,,8,0,0,2,0,,0,1,0,,1.0,0.0,3.0,17.0,2.0,6.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,6.0,0.0,6.0,0.5,,,,,,,,,
5658486,git@github.com:apache/sis.git,long method,function,core/sis-referencing/src/main/java/org/apache/sis/referencing/operation/transform/AbstractLinearTransform.java,84,88,AbstractLinearTransform,class,clone,84,88,0,2,1,0,0,0,0,0,0,0,0,3.066666666666667,7.0,16.0,131.0,2.0,89.0,1.0,17.0,6.0,5.0,2.0,14.0,0.0,53.0,0.015151515151515152,46.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0
5660411,git@github.com:apache/sis.git,long method,function,core/sis-referencing/src/main/java/org/apache/sis/referencing/factory/GeodeticObjectFactory.java,394,407,GeodeticObjectFactory,class,createCartesianCS,394,407,0,2,1,0,0,0,0,0,0,0,0,2.3255813953488373,6.0,93.0,445.0,1.0,814.0,0.9916666666666666,8.0,0.0,0.0,6.0,41.0,0.0,98.0,0.001422475106685633,100.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,11.0,6.0,4.0
5654509,git@github.com:apache/sis.git,feature envy,function,core/sis-feature/src/main/java/org/apache/sis/feature/FeatureFormat.java,197,201,FeatureFormat,class,setAllowedColumns,197,201,0,2,1,0,0,0,0,0,0,0,0,7.714285714285714,42.0,36.0,313.0,3.0,40.0,0.9350649350649352,81.0,3.0,0.0,7.0,12.0,0.0,167.0,0.2857142857142857,108.0,0.5714285714285714,0.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,1.0
5655437,git@github.com:apache/sis.git,blob,class,core/sis-utility/src/main/java/org/apache/sis/internal/converter/CollectionConverter.java,40,108,CollectionConverter,class,CollectionConverter,40,108,,2,1,0,0,0,0,0,0,0,0,1.0,1.0,2.0,32.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,,,,,,,,,
5657989,git@github.com:apache/sis.git,long method,function,storage/sis-shapefile/src/main/java/org/apache/sis/internal/shapefile/jdbc/resultset/DBFResultSet.java,75,81,DBFResultSet,class,assertNotClosed,75,81,0,2,1,0,0,0,0,0,0,0,0,1.0594059405940595,2.0,22.0,317.0,3.0,4890.0,0.9696969696969697,2.0,35.0,2.0,4.0,100.0,0.0,178.0,0.0045351473922902496,107.0,0.6464646464646465,0.0,2.0,5.0,0.0,1.0,1.0,4.0,3.0,0.0
5657457,git@github.com:apache/sis.git,long method,function,core/sis-referencing/src/main/java/org/apache/sis/internal/referencing/provider/Affine.java,198,207,Affine,class,createMathTransform,198,207,0,2,1,0,0,0,0,0,0,0,0,2.6666666666666665,6.0,10.0,82.0,4.0,19.0,1.0208333333333333,9.0,1.0,0.0,8.0,7.0,0.0,30.0,0.0,24.0,0.8333333333333334,1.0,1.0,3.0,1.0,0.0,0.0,4.0,3.0,2.0
5642265,git@github.com:apache/sling-org-apache-sling-testing-clients.git,long method,function,src/main/java/org/apache/sling/testing/clients/interceptors/StickyCookieSpec.java,31,41,StickyCookieSpec,class,parse,31,41,0,2,1,0,0,0,0,0,0,0,0,2.0,2.0,6.0,12.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,4.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,7.0,6.0,2.0
5651881,git@github.com:apache/sqoop.git,long method,function,src/java/org/apache/sqoop/manager/SqlManager.java,277,282,SqlManager,class,getColumnInfoForQuery,277,282,0,2,1,0,0,0,0,0,0,0,0,3.4680851063829787,17.0,31.0,674.0,1.0,603.0,0.8666666666666667,10.0,6.0,2.0,4.0,46.0,0.0,194.0,0.2086021505376344,163.0,0.9354838709677419,0.0,1.0,2.0,0.0,1.0,0.0,4.0,3.0,1.0
5685504,git@github.com:apache/stanbol.git,blob,class,entityhub/jersey/src/main/java/org/apache/stanbol/entityhub/jersey/grefine/ReconcileQuery.java,51,367,ReconcileQuery,class,ReconcileQuery,51,367,,2,1,0,0,0,0,0,0,0,0,3.9375,2.0,12.0,177.0,0.0,83.0,0.9375,14.0,8.0,0.0,8.0,15.0,0.0,76.0,0.17777777777777778,63.0,0.3333333333333333,,,,,,,,,
5678475,git@github.com:apache/stanbol.git,long method,function,commons/jobs/api/src/main/java/org/apache/stanbol/commons/jobs/impl/JobManagerImpl.java,53,62,JobManagerImpl,class,execute,53,62,0,2,1,0,0,0,0,0,0,0,0,1.4444444444444444,0.0,8.0,63.0,0.0,0.0,0.6666666666666666,3.0,0.0,0.0,3.0,8.0,0.0,32.0,0.8095238095238095,13.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,8.0,6.0,1.0
5684516,git@github.com:apache/stanbol.git,long method,function,enhancement-engines/disambiguation-mlt/src/main/java/org/apache/stanbol/enhancer/engine/disambiguation/mlt/DisambiguatorEngine.java,543,554,DisambiguatorEngine,class,getSelectionsInContext,543,554,0,2,1,0,0,0,0,0,0,0,0,4.388888888888889,36.0,35.0,269.0,1.0,123.0,0.9901960784313725,12.0,1.0,0.0,12.0,18.0,0.0,139.0,0.047619047619047616,79.0,0.8888888888888888,0.0,4.0,3.0,0.0,1.0,2.0,6.0,5.0,3.0
5670638,git@github.com:apache/stanbol.git,data class,class,ontologymanager/web/src/main/java/org/apache/stanbol/ontologymanager/web/resources/ScopeManagerResource.java,76,161,ScopeManagerResource,class,ScopeManagerResource,76,161,,2,1,0,0,0,0,0,0,0,0,1.4285714285714286,4.0,14.0,42.0,2.0,3.0,0.9333333333333333,3.0,2.0,0.0,3.0,6.0,0.0,16.0,0.4,10.0,0.6666666666666666,,,,,,,,,
5671828,git@github.com:apache/stanbol.git,long method,function,rules/manager/src/main/java/org/apache/stanbol/rules/manager/parse/RuleParserImpl.java,986,1022,RuleParserImpl,class,variable,986,1022,0,2,1,0,0,0,0,0,0,0,0,3.8072289156626504,6.0,68.0,962.0,0.0,2457.0,0.913214990138067,25.0,0.0,0.0,13.0,79.0,3.0,180.0,0.09698189134808853,316.0,0.9605263157894737,2.0,12.0,6.0,2.0,0.6666666666666666,4.0,33.0,9.0,0.0
5682673,git@github.com:apache/stanbol.git,blob,class,enhancement-engines/metaxa/src/main/java/org/apache/stanbol/enhancer/engines/metaxa/core/mp3/MP3FileExtractor.java,49,123,MP3FileExtractor,class,MP3FileExtractor,49,123,,2,1,0,0,0,0,0,0,0,0,6.0,0.0,17.0,50.0,1.0,3.0,1.5,13.0,0.0,0.0,1.0,3.0,0.0,39.0,1.0,18.0,1.0,,,,,,,,,
5670492,git@github.com:apache/stanbol.git,blob,class,commons/web/home/src/main/java/org/apache/stanbol/commons/web/home/resource/StanbolRootResource.java,37,49,StanbolRootResource,class,StanbolRootResource,37,49,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,3.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,,,,,,,,,
5676371,git@github.com:apache/stanbol.git,data class,class,entityhub/query/sparql/src/main/java/org/apache/stanbol/entityhub/query/sparql/SparqlFieldQueryFactory.java,24,65,SparqlFieldQueryFactory,class,SparqlFieldQueryFactory,24,65,,2,1,0,0,0,0,0,0,0,0,1.75,1.0,4.0,22.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,9.0,1.0,7.0,1.0,,,,,,,,,
5710974,git@github.com:apache/storm.git,data class,class,storm-client/src/jvm/org/apache/storm/generated/SpoutStats.java,762,890,SpoutStatsTupleScheme,class,SpoutStatsTupleScheme,762,890,,2,1,0,0,0,0,0,0,0,0,7.0,8.0,14.0,76.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,61.0,0.0,14.0,1.0,,,,,,,,,
5747163,git@github.com:apache/storm.git,long method,function,storm-client/src/jvm/org/apache/storm/generated/PrivateWorkerKey.java,59,71,_Fields,enum,findByThriftId,59,71,0,2,1,0,0,0,0,0,0,0,0,1.6666666666666667,0.0,4.0,35.0,0.0,10.0,1.0,4.0,2.0,0.0,6.0,5.0,0.0,8.0,0.0,10.0,0.6,0.0,4.0,0.0,0.0,1.0,1.0,11.0,4.0,1.0
5702079,git@github.com:apache/storm.git,blob,class,storm-client/src/jvm/org/apache/storm/generated/Nimbus.java,26965,27327,beginBlobDownload_args,class,beginBlobDownload_args,26965,27327,,8,0,1,2,0,,1,1,0,,2.12,0.0,28.0,213.0,0.0,141.0,0.9523809523809523,10.0,3.0,0.0,6.0,22.0,0.0,62.0,0.2631578947368421,53.0,0.8421052631578947,,,,,,,,,
5740146,git@github.com:apache/storm.git,blob,class,storm-client/src/jvm/org/apache/storm/generated/Assignment.java,26,1404,Assignment,class,Assignment,26,1404,,7,0,1,3,0,,1,1,0,,3.5846153846153848,2.0,33.0,888.0,0.0,1171.0,0.9456427955133736,52.0,26.0,0.0,19.0,62.0,0.0,190.0,0.2104032729398013,233.0,0.559322033898305,,,,,,,,,
5739211,git@github.com:apache/storm.git,blob,class,storm-client/src/jvm/org/apache/storm/messaging/netty/IServer.java,17,21,IServer,interface,IServer,17,21,,2,1,0,0,0,0,0,0,0,0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,,,,,,,,,
5737990,git@github.com:apache/storm.git,data class,class,storm-client/src/jvm/org/apache/storm/stats/BoltExecutorStats.java,24,95,BoltExecutorStats,class,BoltExecutorStats,24,95,,8,0,1,2,0,,1,1,0,,1.0,6.0,7.0,49.0,1.0,14.0,0.7142857142857143,1.0,3.0,0.0,3.0,8.0,0.0,37.0,0.25,9.0,0.625,,,,,,,,,
5705708,git@github.com:apache/storm.git,long method,function,storm-server/src/main/java/org/apache/storm/logging/ThriftAccessLogger.java,37,51,ThriftAccessLogger,class,logAccess,37,51,0,2,1,0,0,0,0,0,0,0,0,3.0,0.0,3.0,23.0,0.0,0.0,-0.0,4.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,6.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,12.0,8.0,6.0
5712776,git@github.com:apache/storm.git,long method,function,storm-client/src/jvm/org/apache/storm/generated/SupervisorInfo.java,969,1059,SupervisorInfo,class,toString,969,1059,0,7,0,1,3,0,,1,1,0,,3.6875,0.0,30.0,1002.0,0.0,2044.0,0.9578039927404718,71.0,39.0,0.0,29.0,77.0,0.0,229.0,0.1599407626804887,295.0,0.47297297297297297,0.0,25.0,9.0,0.0,1.0,2.0,74.0,12.0,0.0
5752718,git@github.com:apache/storm.git,data class,class,storm-client/src/jvm/org/apache/storm/streams/WindowedProcessorBolt.java,37,131,WindowedProcessorBolt,class,WindowedProcessorBolt,37,131,,2,1,0,0,0,0,0,0,0,0,2.7,17.0,19.0,62.0,1.0,6.0,0.7916666666666667,7.0,3.0,0.0,3.0,9.0,0.0,39.0,1.0,27.0,0.6,,,,,,,,,
5704168,git@github.com:apache/storm.git,blob,class,examples/storm-starter/src/jvm/org/apache/storm/starter/ResourceAwareExampleTopology.java,104,149,ExclamationBolt,class,ExclamationBolt,104,149,,2,1,0,0,0,0,0,0,0,0,1.8,1.0,9.0,30.0,2.0,6.0,0.8333333333333333,4.0,1.0,0.0,3.0,5.0,0.0,19.0,0.3333333333333333,9.0,1.0,,,,,,,,,
5723559,git@github.com:apache/storm.git,feature envy,function,external/storm-blobstore-migration/src/main/java/org/apache/storm/blobstore/MigrateBlobs.java,49,59,MigrateBlobs,class,copyBlobStoreKeys,49,59,0,2,1,0,0,0,0,0,0,0,0,3.3333333333333335,8.0,8.0,63.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,37.0,1.0,10.0,1.0,3.0,2.0,5.0,2.0,0.0,1.0,9.0,12.0,4.0
5737047,git@github.com:apache/storm.git,long method,function,external/storm-hdfs/src/main/java/org/apache/storm/hdfs/bolt/format/SimpleFileNameFormat.java,85,94,SimpleFileNameFormat,class,withTimeFormat,85,94,0,2,1,0,0,0,0,0,0,0,0,1.3333333333333333,2.0,6.0,43.0,0.0,7.0,0.8571428571428571,2.0,1.0,0.0,7.0,6.0,0.0,17.0,0.26666666666666666,8.0,0.8333333333333334,0.0,2.0,1.0,0.0,1.0,2.0,7.0,3.0,1.0
5738914,git@github.com:apache/storm.git,long method,function,storm-client/src/jvm/org/apache/storm/messaging/netty/KerberosSaslClientHandler.java,95,117,KerberosSaslClientHandler,class,handleControlMessage,95,117,0,2,1,0,0,0,0,0,0,0,0,2.0,4.0,9.0,91.0,1.0,0.0,0.8333333333333334,3.0,0.0,0.0,6.0,8.0,0.0,39.0,1.0,18.0,1.0,2.0,3.0,7.0,2.0,0.5,2.0,15.0,9.0,2.0
